Ano;Linha;Estação;Mês;Fluxo
2020;Vermelha;Anhangabaú;Jul;23
2020;Vermelha;República;Jul;54
2020;Vermelha;Santa Cecília;Jul;13
2020;Vermelha;Marechal Deodoro;Jul;13
2020;Vermelha;Palmeiras-Barra Funda;Jul;75
2020;Prata;Vila Prudente;Jul;21
2020;Prata;Oratório;Jul;2
2020;Prata;São Lucas;Jul;2
2020;Prata;Camilo Haddad;Jul;1
2020;Prata;Vila Tolstói;Jul;2
2020;Prata;Vila União;Jul;2
2020;Prata;Jardim Planalto;Jul;2
2020;Prata;Sapopemba;Jul;3
2020;Prata;Fazenda da Juta;Jul;1
2020;Prata;São Mateus;Jul;7
2024;Azul;Jabaquara;Ago;70
2024;Azul;Conceição;Ago;30
2024;Azul;São Judas;Ago;16
2024;Azul;Saúde-Ultrafarma;Ago;27
2024;Azul;Praça da Árvore;Ago;16
2024;Azul;Santa Cruz;Ago;95
2024;Azul;Vila Mariana;Ago;20
2024;Azul;Ana Rosa;Ago;79
2024;Azul;Paraíso;Ago;100
2024;Azul;Vergueiro;Ago;27
2024;Azul;São Joaquim;Ago;33
2024;Azul;Japão-Liberdade;Ago;22
2024;Azul;Sé;Ago;171
2024;Azul;São Bento;Ago;51
2024;Azul;Luz;Ago;125
2024;Azul;Tiradentes;Ago;16
2024;Azul;Armênia;Ago;19
2024;Azul;Portuguesa-Tietê;Ago;44
2024;Azul;Carandiru;Ago;12
2024;Azul;Santana;Ago;50
2024;Azul;Jardim São Paulo-Ayrton Senna;Ago;12
2024;Azul;Parada Inglesa;Ago;13
2024;Azul;Tucuruvi;Ago;57
2024;Verde;Vila Prudente;Ago;82
2024;Verde;Tamanduateí;Ago;77
2024;Verde;Sacomã;Ago;41
2024;Verde;Alto do Ipiranga;Ago;19
2024;Verde;Santos-Imigrantes;Ago;16
2024;Verde;Chácara Klabin;Ago;85
2024;Verde;Ana Rosa;Ago;61
2024;Verde;Paraíso;Ago;64
2024;Verde;Brigadeiro;Ago;49
2024;Verde;Trianon-Masp;Ago;48
2024;Verde;Consolação;Ago;99
2024;Verde;Clínicas;Ago;21
2024;Verde;Santuário N.S. de Fátima-Sumaré;Ago;10
2024;Verde;Vila Madalena;Ago;22
2024;Vermelha;Corinthians-Itaquera;Ago;75
2024;Vermelha;Artur Alvim;Ago;55
2024;Vermelha;Patriarca-Vila Ré;Ago;22
2024;Vermelha;Guilhermina-Esperança;Ago;22
2024;Vermelha;Vila Matilde;Ago;27
2024;Vermelha;Penha-Lojas Besni;Ago;28
2024;Vermelha;Carrão-Assaí Atacadista;Ago;49
2024;Vermelha;Tatuapé;Ago;75
2024;Vermelha;Belém;Ago;37
2024;Vermelha;Bresser-Moóca;Ago;31
2024;Vermelha;Brás;Ago;75
2024;Vermelha;Pedro II;Ago;15
2024;Vermelha;Sé2;Ago;204
2024;Vermelha;Anhangaba;Ago;51
2024;Vermelha;República;Ago;120
2024;Vermelha;Santa Cecília;Ago;23
2024;Vermelha;Marechal Deodoro;Ago;26
2024;Vermelha;Palmeiras-Barra Funda;Ago;129
2024;Prata;Vila Prudente;Ago;62
2024;Prata;Oratório;Ago;7
2024;Prata;São Lucas;Ago;5
2024;Prata;Camilo Haddad;Ago;4
2024;Prata;Vila Tolstói;Ago;5
2024;Prata;Vila União;Ago;6
2024;Prata;Jardim Planalto;Ago;5
2024;Prata;Sapopemba;Ago;9
2024;Prata;Fazenda da Juta;Ago;5
2024;Prata;São Mateus;Ago;17
2024;Prata;Jardim Colonial;Ago;11
2023;Azul;Jabaquara;Ago;69
2023;Azul;Conceição;Ago;26
2023;Azul;São Judas;Ago;16
2023;Azul;Saúde;Ago;27
2023;Azul;Praça da Árvore;Ago;16
2023;Azul;Santa Cruz;Ago;93
2023;Azul;Vila Mariana;Ago;21
2023;Azul;Ana Rosa;Ago;77
2023;Azul;Paraíso;Ago;96
2023;Azul;Vergueiro;Ago;26
2023;Azul;São Joaquim;Ago;30
2023;Azul;Japão-Liberdade;Ago;21
2023;Azul;Sé;Ago;171
2023;Azul;São Bento;Ago;51
2023;Azul;Luz;Ago;127
2023;Azul;Tiradentes;Ago;16
2023;Azul;Armênia;Ago;21
2023;Azul;Portuguesa-Tietê;Ago;44
2023;Azul;Carandiru;Ago;11
2023;Azul;Santana;Ago;49
2023;Azul;Jardim São Paulo-Ayrton Senna;Ago;11
2023;Azul;Parada Inglesa;Ago;12
2023;Azul;Tucuruvi;Ago;57
2023;Vermelha;Corinthians-Itaquera;Ago;73
2023;Vermelha;Artur Alvim;Ago;55
2023;Vermelha;Patriarca;Ago;22
2023;Vermelha;Guilhermina-Esperança;Ago;21
2023;Vermelha;Vila Matilde;Ago;27
2023;Vermelha;Penha;Ago;28
2023;Vermelha;Carrão;Ago;49
2023;Vermelha;Tatuapé;Ago;76
2023;Vermelha;Belém;Ago;38
2023;Vermelha;Bresser-Mooca;Ago;30
2023;Vermelha;Brás;Ago;75
2023;Vermelha;Pedro II;Ago;16
2023;Vermelha;Sé;Ago;200
2023;Vermelha;Anhangabaú;Ago;52
2023;Vermelha;República;Ago;121
2023;Vermelha;Santa Cecília;Ago;23
2023;Vermelha;Marechal Deodoro;Ago;27
2023;Vermelha;Palmeiras-Barra Funda;Ago;131
2023;Prata;Vila Prudente;Ago;57
2023;Prata;Oratório;Ago;6
2023;Prata;São Lucas;Ago;5
2023;Prata;Camilo Haddad;Ago;4
2023;Prata;Vila Tolstói;Ago;5
2023;Prata;Vila União;Ago;6
2023;Prata;Jardim Planalto;Ago;4
2023;Prata;Sapopemba;Ago;8
2023;Prata;Fazenda da Juta;Ago;5
2023;Prata;São Mateus;Ago;17
2023;Prata;Jardim Colonial;Ago;6
2022;Azul;Jabaquara;Ago;66
2022;Azul;Conceição;Ago;23
2022;Azul;São Judas;Ago;13
2022;Azul;Saúde;Ago;25
2022;Azul;Praça da Árvore;Ago;15
2022;Azul;Santa Cruz;Ago;89
2022;Azul;Vila Mariana;Ago;19
2022;Azul;Ana Rosa;Ago;70
2022;Azul;Paraíso;Ago;87
2022;Azul;Vergueiro;Ago;25
2022;Azul;São Joaquim;Ago;25
2022;Azul;Japão-Liberdade;Ago;20
2022;Azul;Sé;Ago;165
2022;Azul;São Bento;Ago;46
2022;Azul;Luz;Ago;117
2022;Azul;Tiradentes;Ago;15
2022;Azul;Armênia;Ago;20
2022;Azul;Portuguesa-Tietê;Ago;42
2022;Azul;Carandiru;Ago;10
2022;Azul;Santana;Ago;47
2022;Azul;Jardim São Paulo-Ayrton Senna;Ago;10
2022;Azul;Parada Inglesa;Ago;11
2022;Azul;Tucuruvi;Ago;53
2022;Verde;Vila Prudente;Ago;68
2022;Verde;Tamanduateí;Ago;65
2022;Verde;Sacomã;Ago;37
2022;Verde;Alto do Ipiranga;Ago;17
2022;Verde;Santos-Imigrantes;Ago;12
2022;Verde;Chácara Klabin;Ago;70
2022;Verde;Ana Rosa;Ago;57
2022;Verde;Paraíso;Ago;59
2022;Verde;Brigadeiro;Ago;44
2022;Verde;Trianon-Masp;Ago;41
2022;Verde;Consolação;Ago;89
2022;Verde;Clínicas;Ago;19
2022;Verde;Santuário N.S. de Fátima-Sumaré;Ago;9
2022;Verde;Vila Madalena;Ago;18
2022;Vermelha;Corinthians-Itaquera;Ago;73
2022;Vermelha;Artur Alvim;Ago;53
2022;Vermelha;Patriarca;Ago;20
2022;Vermelha;Guilhermina-Esperança;Ago;19
2022;Vermelha;Vila Matilde;Ago;25
2022;Vermelha;Penha;Ago;26
2022;Vermelha;Carrão;Ago;46
2022;Vermelha;Tatuapé;Ago;71
2022;Vermelha;Belém;Ago;35
2022;Vermelha;Bresser-Mooca;Ago;31
2022;Vermelha;Brás;Ago;74
2022;Vermelha;Pedro II;Ago;16
2022;Vermelha;Sé;Ago;187
2022;Vermelha;Anhangabaú;Ago;46
2022;Vermelha;República;Ago;111
2022;Vermelha;Santa Cecília;Ago;22
2022;Vermelha;Marechal Deodoro;Ago;26
2022;Vermelha;Palmeiras-Barra Funda;Ago;135
2022;Prata;Vila Prudente;Ago;51
2022;Prata;Oratório;Ago;6
2022;Prata;São Lucas;Ago;5
2022;Prata;Camilo Haddad;Ago;3
2022;Prata;Vila Tolstói;Ago;5
2022;Prata;Jardim Colonial;Ago;5
2021;Azul;Jabaquara;Ago;51
2021;Azul;Conceição;Ago;16
2021;Azul;São Judas;Ago;10
2021;Azul;Saúde;Ago;18
2021;Azul;Praça da Árvore;Ago;11
2021;Azul;Santa Cruz;Ago;68
2021;Azul;Vila Mariana;Ago;11
2021;Azul;Ana Rosa;Ago;47
2021;Azul;Paraíso;Ago;58
2021;Azul;Vergueiro;Ago;17
2021;Azul;São Joaquim;Ago;15
2021;Azul;Japão-Liberdade;Ago;13
2021;Azul;Sé;Ago;127
2021;Azul;São Bento;Ago;36
2021;Azul;Luz;Ago;74
2021;Azul;Tiradentes;Ago;9
2021;Azul;Armênia;Ago;15
2021;Azul;Portuguesa-Tietê;Ago;31
2021;Azul;Carandiru;Ago;7
2021;Azul;Santana;Ago;36
2021;Azul;Jardim São Paulo-Ayrton Senna;Ago;7
2021;Azul;Parada Inglesa;Ago;8
2021;Azul;Tucuruvi;Ago;40
2021;Verde;Vila Prudente;Ago;49
2021;Verde;Tamanduateí;Ago;47
2021;Verde;Sacomã;Ago;27
2021;Verde;Alto do Ipiranga;Ago;11
2021;Verde;Santos-Imigrantes;Ago;9
2021;Verde;Chácara Klabin;Ago;48
2021;Verde;Ana Rosa;Ago;40
2021;Verde;Paraíso;Ago;41
2021;Verde;Brigadeiro;Ago;28
2021;Verde;Trianon-Masp;Ago;24
2021;Verde;Consolação;Ago;55
2021;Verde;Clínicas;Ago;14
2021;Verde;Santuário N.S. de Fátima-Sumaré;Ago;5
2021;Verde;Vila Madalena;Ago;12
2021;Vermelha;Corinthians-Itaquera;Ago;58
2021;Vermelha;Artur Alvim;Ago;41
2021;Vermelha;Patriarca;Ago;15
2021;Vermelha;Guilhermina-Esperança;Ago;14
2021;Vermelha;Vila Matilde;Ago;18
2021;Vermelha;Penha;Ago;20
2021;Vermelha;Carrão;Ago;30
2021;Vermelha;Tatuapé;Ago;53
2021;Prata;Vila Prudente;Ago;38
2021;Prata;Oratório;Ago;4
2021;Prata;São Lucas;Ago;3
2021;Prata;Camilo Haddad;Ago;2
2021;Prata;Vila Tolstói;Ago;3
2021;Prata;Vila União;Ago;4
2021;Prata;Sapopemba;Ago;6
2021;Prata;São Mateus;Ago;14
2020;Azul;Jabaquara;Ago;39
2020;Azul;Conceição;Ago;13
2020;Azul;São Judas;Ago;7
2020;Azul;Saúde;Ago;13
2020;Azul;Praça da Árvore;Ago;8
2020;Azul;Santa Cruz;Ago;49
2020;Azul;Vila Mariana;Ago;8
2020;Azul;Ana Rosa;Ago;34
2020;Azul;Paraíso;Ago;41
2020;Azul;Vergueiro;Ago;13
2020;Azul;São Joaquim;Ago;11
2020;Azul;Japão-Liberdade;Ago;10
2020;Azul;Sé;Ago;103
2020;Azul;São Bento;Ago;30
2020;Azul;Luz;Ago;57
2020;Azul;Tiradentes;Ago;7
2020;Azul;Armênia;Ago;12
2020;Azul;Portuguesa-Tietê;Ago;23
2020;Azul;Carandiru;Ago;5
2020;Azul;Santana;Ago;29
2020;Azul;Jardim São Paulo-Ayrton Senna;Ago;5
2020;Azul;Parada Inglesa;Ago;5
2020;Azul;Tucuruvi;Ago;31
2020;Verde;Vila Prudente;Ago;33
2020;Verde;Tamanduateí;Ago;34
2020;Verde;Sacomã;Ago;20
2020;Verde;Alto do Ipiranga;Ago;8
2020;Verde;Santos-Imigrantes;Ago;6
2020;Verde;Chácara Klabin;Ago;32
2020;Verde;Ana Rosa;Ago;31
2020;Verde;Paraíso;Ago;32
2020;Verde;Brigadeiro;Ago;20
2020;Verde;Trianon-Masp;Ago;16
2020;Verde;Consolação;Ago;40
2020;Verde;Clínicas;Ago;12
2020;Verde;Santuário N.S. de Fátima-Sumaré;Ago;4
2020;Verde;Vila Madalena;Ago;8
2020;Vermelha;Corinthians-Itaquera;Ago;47
2020;Vermelha;Artur Alvim;Ago;33
2020;Vermelha;Patriarca;Ago;11
2020;Vermelha;Guilhermina-Esperança;Ago;11
2020;Vermelha;Vila Matilde;Ago;13
2020;Vermelha;Penha;Ago;16
2020;Vermelha;Carrão;Ago;22
2020;Vermelha;Tatuapé;Ago;41
2020;Vermelha;Belém;Ago;22
2020;Vermelha;Bresser-Mooca;Ago;17
2020;Vermelha;Brás;Ago;61
2020;Vermelha;Pedro II;Ago;12
2020;Vermelha;Sé;Ago;104
2020;Vermelha;Anhangabaú;Ago;26
2020;Vermelha;República;Ago;62
2020;Vermelha;Santa Cecília;Ago;14
2020;Vermelha;Marechal Deodoro;Ago;15
2020;Vermelha;Palmeiras-Barra Funda;Ago;82
2020;Prata;Vila Prudente;Ago;25
2020;Prata;Oratório;Ago;3
2020;Prata;São Lucas;Ago;2
2020;Prata;Camilo Haddad;Ago;1
2020;Prata;Vila Tolstói;Ago;2
2020;Prata;Vila União;Ago;3
2020;Prata;Jardim Planalto;Ago;2
2020;Prata;Sapopemba;Ago;4
2020;Prata;Fazenda da Juta;Ago;2
2020;Prata;São Mateus;Ago;8
2024;Azul;Jabaquara;Set;70
2024;Azul;Conceição;Set;30
2024;Azul;São Judas;Set;16
2024;Azul;Saúde-Ultrafarma;Set;27
2024;Azul;Praça da Árvore;Set;16
2024;Azul;Santa Cruz;Set;96
2024;Azul;Vila Mariana;Set;21
2024;Azul;Ana Rosa;Set;81
2024;Azul;Paraíso;Set;100
2024;Azul;Vergueiro;Set;27
2024;Azul;São Joaquim;Set;35
2024;Azul;Japão-Liberdade;Set;22
2024;Azul;Sé;Set;175
2024;Azul;São Bento;Set;52
2024;Azul;Luz;Set;133
2024;Azul;Tiradentes;Set;17
2024;Azul;Armênia;Set;20
2024;Azul;Portuguesa-Tietê;Set;48
2024;Azul;Carandiru;Set;12
2024;Azul;Santana;Set;51
2024;Azul;Jardim São Paulo-Ayrton Senna;Set;12
2024;Azul;Parada Inglesa;Set;13
2024;Azul;Tucuruvi;Set;58
2024;Verde;Vila Prudente;Set;83
2024;Verde;Tamanduateí;Set;77
2024;Verde;Sacomã;Set;42
2024;Verde;Alto do Ipiranga;Set;19
2024;Verde;Santos-Imigrantes;Set;15
2024;Verde;Chácara Klabin;Set;86
2024;Verde;Ana Rosa;Set;62
2024;Verde;Paraíso;Set;65
2024;Verde;Brigadeiro;Set;50
2024;Verde;Trianon-Masp;Set;50
2024;Verde;Consolação;Set;101
2024;Verde;Clínicas;Set;21
2024;Verde;Santuário N.S. de Fátima-Sumaré;Set;11
2024;Verde;Vila Madalena;Set;22
2024;Vermelha;Corinthians-Itaquera;Set;76
2024;Vermelha;Artur Alvim;Set;56
2024;Vermelha;Patriarca-Vila Ré;Set;22
2024;Vermelha;Guilhermina-Esperança;Set;22
2024;Vermelha;Vila Matilde;Set;27
2024;Vermelha;Penha-Lojas Besni;Set;29
2024;Vermelha;Carrão-Assaí Atacadista;Set;51
2024;Vermelha;Tatuapé;Set;76
2024;Vermelha;Belém;Set;38
2024;Vermelha;Bresser-Moóca;Set;32
2024;Vermelha;Brás;Set;75
2024;Vermelha;Pedro II;Set;15
2024;Vermelha;Sé2;Set;208
2024;Vermelha;Anhangaba;Set;52
2024;Vermelha;República;Set;121
2024;Vermelha;Santa Cecília;Set;23
2024;Vermelha;Marechal Deodoro;Set;26
2024;Vermelha;Palmeiras-Barra Funda;Set;135
2024;Prata;Vila Prudente;Set;63
2024;Prata;Oratório;Set;7
2024;Prata;São Lucas;Set;5
2024;Prata;Camilo Haddad;Set;4
2024;Prata;Vila Tolstói;Set;6
2024;Prata;Vila União;Set;6
2024;Prata;Jardim Planalto;Set;5
2024;Prata;Sapopemba;Set;9
2024;Prata;Fazenda da Juta;Set;5
2024;Prata;São Mateus;Set;17
2024;Prata;Jardim Colonial;Set;11
2023;Azul;Jabaquara;Set;72
2023;Azul;Conceição;Set;28
2023;Azul;São Judas;Set;16
2023;Azul;Saúde;Set;27
2023;Azul;Praça da Árvore;Set;16
2023;Azul;Santa Cruz;Set;97
2023;Azul;Vila Mariana;Set;21
2023;Azul;Ana Rosa;Set;78
2023;Azul;Paraíso;Set;98
2023;Azul;Vergueiro;Set;26
2023;Azul;São Joaquim;Set;34
2023;Azul;Japão-Liberdade;Set;22
2023;Azul;Sé;Set;176
2023;Azul;São Bento;Set;52
2023;Azul;Luz;Set;135
2023;Azul;Tiradentes;Set;16
2023;Azul;Armênia;Set;21
2023;Azul;Portuguesa-Tietê;Set;46
2023;Azul;Carandiru;Set;12
2023;Azul;Santana;Set;51
2023;Azul;Jardim São Paulo-Ayrton Senna;Set;12
2023;Azul;Parada Inglesa;Set;12
2023;Azul;Tucuruvi;Set;57
2023;Vermelha;Corinthians-Itaquera;Set;76
2023;Vermelha;Artur Alvim;Set;56
2023;Vermelha;Patriarca;Set;22
2023;Vermelha;Guilhermina-Esperança;Set;21
2023;Vermelha;Vila Matilde;Set;27
2023;Vermelha;Penha;Set;28
2023;Vermelha;Carrão;Set;52
2023;Vermelha;Tatuapé;Set;77
2023;Vermelha;Belém;Set;38
2023;Vermelha;Bresser-Mooca;Set;32
2023;Vermelha;Brás;Set;77
2023;Vermelha;Pedro II;Set;16
2023;Vermelha;Sé;Set;206
2023;Vermelha;Anhangabaú;Set;51
2023;Vermelha;República;Set;123
2023;Vermelha;Santa Cecília;Set;23
2023;Vermelha;Marechal Deodoro;Set;27
2023;Vermelha;Palmeiras-Barra Funda;Set;143
2023;Prata;Vila Prudente;Set;60
2023;Prata;Oratório;Set;6
2023;Prata;São Lucas;Set;5
2023;Prata;Camilo Haddad;Set;4
2023;Prata;Vila Tolstói;Set;5
2023;Prata;Vila União;Set;6
2023;Prata;Jardim Planalto;Set;5
2023;Prata;Sapopemba;Set;9
2023;Prata;Fazenda da Juta;Set;5
2023;Prata;São Mateus;Set;18
2023;Prata;Jardim Colonial;Set;6
2022;Azul;Jabaquara;Set;67
2022;Azul;Conceição;Set;24
2022;Azul;São Judas;Set;14
2022;Azul;Saúde;Set;26
2022;Azul;Praça da Árvore;Set;14
2022;Azul;Santa Cruz;Set;90
2022;Azul;Vila Mariana;Set;19
2022;Azul;Ana Rosa;Set;71
2022;Azul;Paraíso;Set;89
2022;Azul;Vergueiro;Set;25
2022;Azul;São Joaquim;Set;28
2022;Azul;Japão-Liberdade;Set;20
2022;Azul;Sé;Set;168
2022;Azul;São Bento;Set;47
2022;Azul;Luz;Set;119
2022;Azul;Tiradentes;Set;16
2022;Azul;Armênia;Set;21
2022;Azul;Portuguesa-Tietê;Set;44
2022;Azul;Carandiru;Set;11
2022;Azul;Santana;Set;48
2022;Azul;Jardim São Paulo-Ayrton Senna;Set;11
2022;Azul;Parada Inglesa;Set;11
2022;Azul;Tucuruvi;Set;54
2022;Verde;Vila Prudente;Set;71
2022;Verde;Tamanduateí;Set;66
2022;Verde;Sacomã;Set;38
2022;Verde;Alto do Ipiranga;Set;17
2022;Verde;Santos-Imigrantes;Set;12
2022;Verde;Chácara Klabin;Set;72
2022;Verde;Ana Rosa;Set;57
2022;Verde;Paraíso;Set;60
2022;Verde;Brigadeiro;Set;44
2022;Verde;Trianon-Masp;Set;42
2022;Verde;Consolação;Set;92
2022;Verde;Clínicas;Set;19
2022;Verde;Santuário N.S. de Fátima-Sumaré;Set;9
2022;Verde;Vila Madalena;Set;18
2022;Vermelha;Corinthians-Itaquera;Set;73
2022;Vermelha;Artur Alvim;Set;54
2022;Vermelha;Patriarca;Set;20
2022;Vermelha;Guilhermina-Esperança;Set;20
2022;Vermelha;Vila Matilde;Set;25
2022;Vermelha;Penha;Set;27
2022;Vermelha;Carrão;Set;47
2022;Vermelha;Tatuapé;Set;72
2022;Vermelha;Belém;Set;35
2022;Vermelha;Bresser-Mooca;Set;32
2022;Vermelha;Brás;Set;75
2022;Vermelha;Pedro II;Set;16
2022;Vermelha;Sé;Set;190
2022;Vermelha;Anhangabaú;Set;47
2022;Vermelha;República;Set;114
2022;Vermelha;Santa Cecília;Set;23
2022;Vermelha;Marechal Deodoro;Set;26
2022;Vermelha;Palmeiras-Barra Funda;Set;140
2022;Prata;Vila Prudente;Set;53
2022;Prata;Oratório;Set;6
2022;Prata;São Lucas;Set;5
2022;Prata;Camilo Haddad;Set;3
2022;Prata;Vila Tolstói;Set;5
2022;Prata;Jardim Colonial;Set;5
2021;Azul;Jabaquara;Set;55
2021;Azul;Conceição;Set;18
2021;Azul;São Judas;Set;10
2021;Azul;Saúde;Set;19
2021;Azul;Praça da Árvore;Set;11
2021;Azul;Santa Cruz;Set;72
2021;Azul;Vila Mariana;Set;13
2021;Azul;Ana Rosa;Set;51
2021;Azul;Paraíso;Set;62
2021;Azul;Vergueiro;Set;18
2021;Azul;São Joaquim;Set;17
2021;Azul;Japão-Liberdade;Set;14
2021;Azul;Sé;Set;136
2021;Azul;São Bento;Set;39
2021;Azul;Luz;Set;89
2021;Azul;Tiradentes;Set;10
2021;Azul;Armênia;Set;16
2021;Azul;Portuguesa-Tietê;Set;34
2021;Azul;Carandiru;Set;7
2021;Azul;Santana;Set;39
2021;Azul;Jardim São Paulo-Ayrton Senna;Set;7
2021;Azul;Parada Inglesa;Set;8
2021;Azul;Tucuruvi;Set;42
2021;Verde;Vila Prudente;Set;53
2021;Verde;Tamanduateí;Set;50
2021;Verde;Sacomã;Set;29
2021;Verde;Alto do Ipiranga;Set;12
2021;Verde;Santos-Imigrantes;Set;10
2021;Verde;Chácara Klabin;Set;51
2021;Verde;Ana Rosa;Set;44
2021;Verde;Paraíso;Set;45
2021;Verde;Brigadeiro;Set;30
2021;Verde;Trianon-Masp;Set;26
2021;Verde;Consolação;Set;60
2021;Verde;Clínicas;Set;15
2021;Verde;Santuário N.S. de Fátima-Sumaré;Set;6
2021;Verde;Vila Madalena;Set;13
2021;Vermelha;Corinthians-Itaquera;Set;60
2021;Vermelha;Artur Alvim;Set;43
2021;Vermelha;Patriarca;Set;16
2021;Vermelha;Guilhermina-Esperança;Set;15
2021;Vermelha;Vila Matilde;Set;19
2021;Vermelha;Penha;Set;22
2021;Vermelha;Carrão;Set;32
2021;Vermelha;Tatuapé;Set;57
2021;Prata;Vila Prudente;Set;41
2021;Prata;Oratório;Set;4
2021;Prata;São Lucas;Set;4
2021;Prata;Camilo Haddad;Set;3
2021;Prata;Vila Tolstói;Set;3
2021;Prata;Vila União;Set;4
2021;Prata;Sapopemba;Set;6
2021;Prata;São Mateus;Set;14
2020;Azul;Jabaquara;Set;43
2020;Azul;Conceição;Set;14
2020;Azul;São Judas;Set;8
2020;Azul;Saúde;Set;15
2020;Azul;Praça da Árvore;Set;9
2020;Azul;Santa Cruz;Set;55
2020;Azul;Vila Mariana;Set;9
2020;Azul;Ana Rosa;Set;38
2020;Azul;Paraíso;Set;46
2020;Azul;Vergueiro;Set;14
2020;Azul;São Joaquim;Set;12
2020;Azul;Japão-Liberdade;Set;11
2020;Azul;Sé;Set;114
2020;Azul;São Bento;Set;35
2020;Azul;Luz;Set;64
2020;Azul;Tiradentes;Set;7
2020;Azul;Armênia;Set;13
2020;Azul;Portuguesa-Tietê;Set;26
2020;Azul;Carandiru;Set;6
2020;Azul;Santana;Set;32
2020;Azul;Jardim São Paulo-Ayrton Senna;Set;5
2020;Azul;Parada Inglesa;Set;6
2020;Azul;Tucuruvi;Set;34
2020;Verde;Vila Prudente;Set;37
2020;Verde;Tamanduateí;Set;37
2020;Verde;Sacomã;Set;22
2020;Verde;Alto do Ipiranga;Set;9
2020;Verde;Santos-Imigrantes;Set;7
2020;Verde;Chácara Klabin;Set;36
2020;Verde;Ana Rosa;Set;34
2020;Verde;Paraíso;Set;35
2020;Verde;Brigadeiro;Set;23
2020;Verde;Trianon-Masp;Set;19
2020;Verde;Consolação;Set;45
2020;Verde;Clínicas;Set;13
2020;Verde;Santuário N.S. de Fátima-Sumaré;Set;4
2020;Verde;Vila Madalena;Set;9
2020;Vermelha;Corinthians-Itaquera;Set;50
2020;Vermelha;Artur Alvim;Set;36
2020;Vermelha;Patriarca;Set;13
2020;Vermelha;Guilhermina-Esperança;Set;12
2020;Vermelha;Vila Matilde;Set;15
2020;Vermelha;Penha;Set;17
2020;Vermelha;Carrão;Set;24
2020;Vermelha;Tatuapé;Set;47
2020;Vermelha;Belém;Set;24
2020;Vermelha;Bresser-Mooca;Set;19
2020;Vermelha;Brás;Set;67
2020;Vermelha;Pedro II;Set;13
2020;Vermelha;Sé;Set;116
2020;Vermelha;Anhangabaú;Set;29
2020;Vermelha;República;Set;68
2020;Vermelha;Santa Cecília;Set;16
2020;Vermelha;Marechal Deodoro;Set;17
2020;Vermelha;Palmeiras-Barra Funda;Set;90
2020;Prata;Vila Prudente;Set;29
2020;Prata;Oratório;Set;3
2020;Prata;São Lucas;Set;2
2020;Prata;Camilo Haddad;Set;2
2020;Prata;Vila Tolstói;Set;3
2020;Prata;Vila União;Set;3
2020;Prata;Jardim Planalto;Set;2
2020;Prata;Sapopemba;Set;4
2020;Prata;Fazenda da Juta;Set;2
2020;Prata;São Mateus;Set;9
2024;Azul;Jabaquara;Out;70
2024;Azul;Conceição;Out;30
2024;Azul;São Judas;Out;16
2024;Azul;Saúde-Ultrafarma;Out;27
2024;Azul;Praça da Árvore;Out;16
2024;Azul;Santa Cruz;Out;95
2024;Azul;Vila Mariana;Out;21
2024;Azul;Ana Rosa;Out;81
2024;Azul;Paraíso;Out;102
2024;Azul;Vergueiro;Out;27
2024;Azul;São Joaquim;Out;35
2024;Azul;Japão-Liberdade;Out;22
2024;Azul;Sé;Out;174
2024;Azul;São Bento;Out;55
2024;Azul;Luz;Out;135
2024;Azul;Tiradentes;Out;16
2024;Azul;Armênia;Out;19
2024;Azul;Portuguesa-Tietê;Out;44
2024;Azul;Carandiru;Out;12
2024;Azul;Santana;Out;51
2024;Azul;Jardim São Paulo-Ayrton Senna;Out;12
2024;Azul;Parada Inglesa;Out;13
2024;Azul;Tucuruvi;Out;58
2024;Verde;Vila Prudente;Out;86
2024;Verde;Tamanduateí;Out;79
2024;Verde;Sacomã;Out;41
2024;Verde;Alto do Ipiranga;Out;19
2024;Verde;Santos-Imigrantes;Out;16
2024;Verde;Chácara Klabin;Out;86
2024;Verde;Ana Rosa;Out;62
2024;Verde;Paraíso;Out;65
2024;Verde;Brigadeiro;Out;51
2024;Verde;Trianon-Masp;Out;50
2024;Verde;Consolação;Out;101
2024;Verde;Clínicas;Out;21
2024;Verde;Santuário N.S. de Fátima-Sumaré;Out;11
2024;Verde;Vila Madalena;Out;22
2024;Vermelha;Corinthians-Itaquera;Out;73
2024;Vermelha;Artur Alvim;Out;56
2024;Vermelha;Patriarca-Vila Ré;Out;22
2024;Vermelha;Guilhermina-Esperança;Out;21
2024;Vermelha;Vila Matilde;Out;27
2024;Vermelha;Penha-Lojas Besni;Out;28
2024;Vermelha;Carrão-Assaí Atacadista;Out;45
2024;Vermelha;Tatuapé;Out;76
2024;Vermelha;Belém;Out;43
2024;Vermelha;Bresser-Moóca;Out;31
2024;Vermelha;Brás;Out;76
2024;Vermelha;Pedro II;Out;15
2024;Vermelha;Sé2;Out;209
2024;Vermelha;Anhangaba;Out;51
2024;Vermelha;República;Out;121
2024;Vermelha;Santa Cecília;Out;23
2024;Vermelha;Marechal Deodoro;Out;26
2024;Vermelha;Palmeiras-Barra Funda;Out;137
2024;Prata;Vila Prudente;Out;65
2024;Prata;Oratório;Out;7
2024;Prata;São Lucas;Out;5
2024;Prata;Camilo Haddad;Out;4
2024;Prata;Vila Tolstói;Out;5
2024;Prata;Vila União;Out;6
2024;Prata;Jardim Planalto;Out;5
2024;Prata;Sapopemba;Out;9
